drought_region_id,year_month,saturation_ratio
33,1992-02,0.99875
33,1992-03,0.998
33,1992-04,0.9915
33,1992-05,0.76525
33,1992-06,0.9454
33,1992-07,0.92225
33,1992-08,0.5748
33,1992-09,0.88875
33,1992-10,0.96275
33,1992-11,0.9996
33,1992-12,0.99875
33,1993-01,0.998
33,1993-02,0.998
33,1993-03,0.9972
33,1993-04,0.9680000000000001
33,1993-05,0.9676
33,1993-06,0.9664999999999999
33,1993-07,0.9804999999999999
33,1993-08,0.8766
33,1993-09,0.99625
33,1993-10,0.9990000000000001
33,1993-11,0.9982
33,1993-12,0.99975
33,1994-01,0.9994
33,1994-02,0.99875
33,1994-03,0.998
33,1994-04,0.99575
33,1994-05,0.9886000000000001
33,1994-06,0.9590000000000001
33,1994-07,0.6655
33,1994-08,0.7878000000000001
33,1994-09,0.99325
33,1994-10,0.9970000000000001
33,1994-11,0.9982500000000001
33,1994-12,0.99875
33,1995-01,0.9992000000000001
33,1995-02,0.9990000000000001
33,1995-03,0.9992500000000001
33,1995-04,0.99475
33,1995-05,0.9826
33,1995-06,0.9507500000000001
33,1995-07,0.5912
33,1995-08,0.8927499999999999
33,1995-09,0.99325
33,1995-10,0.974
33,1995-11,0.99575
33,1995-12,0.9982500000000001
33,1996-01,0.9984
33,1996-02,0.9985
33,1996-03,0.9942500000000001
33,1996-04,0.9597999999999999
33,1996-05,0.99375
33,1996-06,0.87125
33,1996-07,0.7938000000000001
33,1996-08,0.9765
33,1996-09,0.9339999999999999
33,1996-10,0.985
33,1996-11,0.9985
33,1996-12,0.9988000000000001
33,1997-01,0.9982500000000001
33,1997-02,0.9990000000000001
33,1997-03,0.9932000000000001
33,1997-04,0.85975
33,1997-05,0.92575
33,1997-06,0.8808
33,1997-07,0.99
33,1997-08,0.8445
33,1997-09,0.943
33,1997-10,0.94775
33,1997-11,0.98775
33,1997-12,0.9978000000000001
33,1998-01,0.99875
33,1998-02,0.9965
33,1998-03,0.9960000000000001
33,1998-04,0.9985
33,1998-05,0.61875
33,1998-06,0.7848
33,1998-07,0.52475
33,1998-08,0.6682
33,1998-09,0.9624999999999999
33,1998-10,0.9904999999999999
33,1998-11,0.9986
33,1998-12,0.99875
33,1999-01,0.99875
33,1999-02,0.9992500000000001
33,1999-03,0.9984
33,1999-04,0.9985
33,1999-05,0.9926
33,1999-06,0.98875
33,1999-07,0.906
33,1999-08,0.9204000000000001
33,1999-09,0.8225
33,1999-10,0.99775
33,1999-11,0.9986
33,1999-12,0.9995
33,2000-01,0.9984
33,2000-02,0.9992500000000001
33,2000-03,0.99775
33,2000-04,0.99575
33,2000-05,0.8977999999999999
33,2000-06,0.9019999999999999
33,2000-07,0.9704
33,2000-08,0.8937499999999999
33,2000-09,0.94875
33,2000-10,0.9798
33,2000-11,0.9965
33,2000-12,0.998
33,2001-01,0.9990000000000002
33,2001-02,0.9985
33,2001-03,0.99975
33,2001-04,0.9988000000000001
33,2001-05,0.931
33,2001-06,0.97375
33,2001-07,0.9308
33,2001-08,0.89525
33,2001-09,0.9865
33,2001-10,0.9964000000000001
33,2001-11,0.9982500000000001
33,2001-12,0.9986
